time,lat,lon,temperature
1980-08-01,30.275,-5.975,
1980-08-01,30.275,-5.925,
1980-08-01,30.275,-5.875,
1980-08-01,30.275,-5.825,
1980-08-01,30.275,-5.775,
1980-08-01,30.275,-5.725,
1980-08-01,30.275,-5.675,
1980-08-01,30.275,-5.625,
1980-08-01,30.275,-5.575,
1980-08-01,30.275,-5.525,
1980-08-01,30.275,-5.475,
1980-08-01,30.275,-5.425,
1980-08-01,30.275,-5.375,
1980-08-01,30.275,-5.325,
1980-08-01,30.275,-5.275,
1980-08-01,30.275,-5.225,
1980-08-01,30.275,-5.175,
1980-08-01,30.275,-5.125,
1980-08-01,30.275,-5.075,
1980-08-01,30.275,-5.025,
1980-08-01,30.275,-4.975,
1980-08-01,30.275,-4.925,
1980-08-01,30.275,-4.875,
1980-08-01,30.275,-4.825,
1980-08-01,30.275,-4.775,
1980-08-01,30.275,-4.725,
1980-08-01,30.275,-4.675,
1980-08-01,30.275,-4.625,
1980-08-01,30.275,-4.575,
1980-08-01,30.275,-4.525,
1980-08-01,30.275,-4.475,
1980-08-01,30.275,-4.425,
1980-08-01,30.275,-4.375,
1980-08-01,30.275,-4.325,
1980-08-01,30.275,-4.275,
1980-08-01,30.275,-4.225,
1980-08-01,30.275,-4.175,
1980-08-01,30.275,-4.125,
1980-08-01,30.275,-4.075,
1980-08-01,30.275,-4.025,
1980-08-01,30.275,-3.975,
1980-08-01,30.275,-3.925,
1980-08-01,30.275,-3.875,
1980-08-01,30.275,-3.825,
1980-08-01,30.275,-3.775,
1980-08-01,30.275,-3.725,
1980-08-01,30.275,-3.675,
1980-08-01,30.275,-3.625,
1980-08-01,30.275,-3.575,
1980-08-01,30.275,-3.525,
1980-08-01,30.275,-3.475,
1980-08-01,30.275,-3.425,
1980-08-01,30.275,-3.375,
1980-08-01,30.275,-3.325,
1980-08-01,30.275,-3.275,
1980-08-01,30.275,-3.225,
1980-08-01,30.275,-3.175,
1980-08-01,30.275,-3.125,
1980-08-01,30.275,-3.075,
1980-08-01,30.275,-3.025,
1980-08-01,30.275,-2.975,
1980-08-01,30.275,-2.925,
1980-08-01,30.275,-2.875,
1980-08-01,30.275,-2.825,
1980-08-01,30.275,-2.775,
1980-08-01,30.275,-2.725,
1980-08-01,30.275,-2.675,
1980-08-01,30.275,-2.625,
1980-08-01,30.275,-2.575,
1980-08-01,30.275,-2.525,
1980-08-01,30.275,-2.475,
1980-08-01,30.275,-2.425,
1980-08-01,30.275,-2.375,
1980-08-01,30.275,-2.325,
1980-08-01,30.275,-2.275,
1980-08-01,30.275,-2.225,
1980-08-01,30.275,-2.175,
1980-08-01,30.275,-2.125,
1980-08-01,30.275,-2.075,
1980-08-01,30.275,-2.025,
1980-08-01,30.275,-1.975,
1980-08-01,30.275,-1.925,
1980-08-01,30.275,-1.875,
1980-08-01,30.275,-1.825,
1980-08-01,30.275,-1.775,
1980-08-01,30.275,-1.725,
1980-08-01,30.275,-1.675,
1980-08-01,30.275,-1.625,
1980-08-01,30.275,-1.575,
1980-08-01,30.275,-1.525,
1980-08-01,30.275,-1.475,
1980-08-01,30.275,-1.425,
1980-08-01,30.275,-1.375,
1980-08-01,30.275,-1.325,
1980-08-01,30.275,-1.275,
1980-08-01,30.275,-1.225,
1980-08-01,30.275,-1.175,
1980-08-01,30.275,-1.125,
1980-08-01,30.275,-1.075,
1980-08-01,30.275,-1.025,
1980-08-01,30.275,-0.975,
1980-08-01,30.275,-0.925,
1980-08-01,30.275,-0.875,
1980-08-01,30.275,-0.825,
1980-08-01,30.275,-0.775,
1980-08-01,30.275,-0.725,
1980-08-01,30.275,-0.675,
1980-08-01,30.275,-0.625,
1980-08-01,30.275,-0.575,
1980-08-01,30.275,-0.525,
1980-08-01,30.275,-0.475,
1980-08-01,30.275,-0.425,
1980-08-01,30.275,-0.375,
1980-08-01,30.275,-0.325,
1980-08-01,30.275,-0.275,
1980-08-01,30.275,-0.225,
1980-08-01,30.275,-0.175,
1980-08-01,30.275,-0.125,
1980-08-01,30.275,-0.075,
1980-08-01,30.275,-0.025,
1980-08-01,30.275,0.025,
1980-08-01,30.275,0.075,
1980-08-01,30.275,0.125,
1980-08-01,30.275,0.175,
1980-08-01,30.275,0.225,
1980-08-01,30.275,0.275,
1980-08-01,30.275,0.325,
1980-08-01,30.275,0.375,
1980-08-01,30.275,0.425,
1980-08-01,30.275,0.475,
1980-08-01,30.275,0.525,
1980-08-01,30.275,0.575,
1980-08-01,30.275,0.625,
1980-08-01,30.275,0.675,
1980-08-01,30.275,0.725,
1980-08-01,30.275,0.775,
1980-08-01,30.275,0.825,
1980-08-01,30.275,0.875,
1980-08-01,30.275,0.925,
1980-08-01,30.275,0.975,
1980-08-01,30.275,1.025,
1980-08-01,30.275,1.075,
1980-08-01,30.275,1.125,
1980-08-01,30.275,1.175,
1980-08-01,30.275,1.225,
1980-08-01,30.275,1.275,
1980-08-01,30.275,1.325,
1980-08-01,30.275,1.375,
1980-08-01,30.275,1.425,
1980-08-01,30.275,1.475,
1980-08-01,30.275,1.525,
1980-08-01,30.275,1.575,
1980-08-01,30.275,1.625,
1980-08-01,30.275,1.675,
1980-08-01,30.275,1.725,
1980-08-01,30.275,1.775,
1980-08-01,30.275,1.825,
1980-08-01,30.275,1.875,
1980-08-01,30.275,1.925,
1980-08-01,30.275,1.975,
1980-08-01,30.275,2.025,
1980-08-01,30.275,2.075,
1980-08-01,30.275,2.125,
1980-08-01,30.275,2.175,
1980-08-01,30.275,2.225,
1980-08-01,30.275,2.275,
1980-08-01,30.275,2.325,
1980-08-01,30.275,2.375,
1980-08-01,30.275,2.425,
1980-08-01,30.275,2.475,
1980-08-01,30.275,2.525,
1980-08-01,30.275,2.575,
1980-08-01,30.275,2.625,
1980-08-01,30.275,2.675,
1980-08-01,30.275,2.725,
1980-08-01,30.275,2.775,
1980-08-01,30.275,2.825,
1980-08-01,30.275,2.875,
1980-08-01,30.275,2.925,
1980-08-01,30.275,2.975,
1980-08-01,30.275,3.025,
1980-08-01,30.275,3.075,
1980-08-01,30.275,3.125,
1980-08-01,30.275,3.175,
1980-08-01,30.275,3.225,
1980-08-01,30.275,3.275,
1980-08-01,30.275,3.325,
1980-08-01,30.275,3.375,
1980-08-01,30.275,3.425,
1980-08-01,30.275,3.475,
1980-08-01,30.275,3.525,
1980-08-01,30.275,3.575,
1980-08-01,30.275,3.625,
1980-08-01,30.275,3.675,
1980-08-01,30.275,3.725,
1980-08-01,30.275,3.775,
1980-08-01,30.275,3.825,
1980-08-01,30.275,3.875,
1980-08-01,30.275,3.925,
1980-08-01,30.275,3.975,
1980-08-01,30.275,4.025,
1980-08-01,30.275,4.075,
1980-08-01,30.275,4.125,
1980-08-01,30.275,4.175,
1980-08-01,30.275,4.225,
1980-08-01,30.275,4.275,
1980-08-01,30.275,4.325,
1980-08-01,30.275,4.375,
1980-08-01,30.275,4.425,
1980-08-01,30.275,4.475,
1980-08-01,30.275,4.525,
1980-08-01,30.275,4.575,
1980-08-01,30.275,4.625,
1980-08-01,30.275,4.675,
1980-08-01,30.275,4.725,
1980-08-01,30.275,4.775,
1980-08-01,30.275,4.825,
1980-08-01,30.275,4.875,
1980-08-01,30.275,4.925,
1980-08-01,30.275,4.975,
1980-08-01,30.275,5.025,
1980-08-01,30.275,5.075,
1980-08-01,30.275,5.125,
1980-08-01,30.275,5.175,
1980-08-01,30.275,5.225,
1980-08-01,30.275,5.275,
1980-08-01,30.275,5.325,
1980-08-01,30.275,5.375,
1980-08-01,30.275,5.425,
1980-08-01,30.275,5.475,
1980-08-01,30.275,5.525,
1980-08-01,30.275,5.575,
